2154534539009411779 0
4756236739434954156 1
6321030607425772366 1
5873698834883266565 0
815303289450639634 1
5772273392473269745 0
2303381492713628035 0
561585500818929878 1
6072439640679729163 0
1308558935437590736 1
4120060356583125742 1
388169034818643837 0
249506254355828835 0
644549747517427227 0
6566072717974047796 1
7319151046349482609 0
7780335208704936878 1
2838698305071714659 0
5483299739975805280 1
6591320255520771097 0
3753751878628586514 1
718311303950319685 0
459677363810326763 0
5729790169743086728 1
5019804251167412692 1
425821721133463494 1
1093869029577479506 1
3828472195804289114 1
621336636302398328 1
7562475127647966769 0
21573506580895064 1
3644875768276915165 0
1277955716355777281 0
5837125590714871611 0
8710187837017388933 0
1940800332555251247 0
5378614217342525656 1
1097946123250144400 1
8095137134638545897 0
3228688371688976759 0
2100456200893987184 1
8206787536397684573 0
4772307972908454529 0
1575350066955042086 1
1598181856216067629 0
6080024436411632398 1
7184869915758822932 1
1256869199990599734 1
5155287797926911439 0
4577552975771171131 0
2259546999964095789 0
3654939803991963218 1
8460362178300992980 1
1414237254134786711 0
7999205281461940390 1
5374332022876264477 0
4362090184650504503 0
1159833162767622270 1
987089929678125887 0
3536340786850036405 0
6621567253499050361 0
1017190610246246007 0
2073976492784472126 1
3244805488929343122 1
7310603058941694994 1
7109672341222722799 0
8855301189565091679 0
498979442760942565 0
1621104730503394021 0
3566247544901625214 1
3354866884187404394 1
7338284558176612866 1
2126238292854406400 1
9131033509261920268 1
2142547154700356218 1
82973516742158000 1
145878226946839986 1
1404199908623446069 0
4549588521541607980 1
7176719912650162424 1
2929461916698622025 0
3016405798194923398 1
1880233486028830409 0
713077431064022217 0
9108134024218235200 1
282641499386644809 0
5569728579530210827 0
2182619886668014412 1
5453090998243430019 0
7765058743072468123 0
2888156433663963564 1
3932890022378007052 1
1027258488056220400 1
4749947360642322592 1
2980210971107818031 0
5228836170662942234 1
3322044332250722050 1
6439894227658035241 0
1955557943029386512 1
5463472217041742034 1
3781595489653647274 1
6250241167721347538 1
6675890969289783983 0
8971846313462360565 0
3352123817072627208 1
7103108233305055252 1
7497134457516309522 1
442309741028545161 0
1023762207754927696 1
4054620304427859525 0
5639443115694857165 0
1240305308233427936 1
7034581539163385080 1
5548252987631410191 0
3061738840470033325 0
4225048137783286513 0
8386552848795945678 1
2820611641249361023 0
5868241558995827345 0
790871645165165670 1
6247943859596849325 0
5381917694271417775 0
5919679485786599106 1
8968828335524193345 0
2381844906511690453 0
8002872611213115915 0
7411838023001547390 1
2954667492447210903 0
246546996737119652 1
3160351254496285099 0
2776348989026398390 1
3313924037498597949 0
3326742481747401261 0
8152795176568032175 0
5677391236155463943 0
5842365708053026287 0
4286748216750732435 0
6326939459674447431 0
825667214199748320 1
4778875216959804973 0
4140242185454817500 1
5101553066627132693 0
301757716098881238 1
9198723122464921148 1
660455775803590556 1
4705290516953249189 0
3396806425743935437 0
7770502111976577488 1
6256497010651806187 0
2938263525069763595 0
2588191224515630934 1
3214443005931667769 0
7587027632266683008 1
3860289377148296246 1
5373429740411214149 0
3585456980912361648 1
5172327961955249177 0
8922230466437285836 1
6770550007367487299 0
8138556646352526462 1
5169915648039320137 0
1634487688202702801 0
6782617640492614293 0
3271901290150747884 1
3505186345361550164 1
5293063593330920739 0
5458219167336839857 0
4405238185397724393 0
4921123422141049940 1
8623704065867090616 1
987792854509698663 0
1378709341347709934 1
1173549581233547526 1
5029902556231048858 1
6075639359097216615 0
8540765795101163880 1
7684674212479794564 1
2574482346374434270 1
3925642533571768748 1
7513353439301468834 1
826894519824337248 1
5884845551736249594 1
4761507932406666834 1
3804101726675123039 0
5877191646713750248 1
6611012374246360871 0
7568138919931602463 0
3639035295049133643 0
1882488888981764254 1
5889644352044739708 1
663083857002656551 0
7906840583193852711 0
877371712369121610 1
4856241524590979351 0
7150955381876220291 0
7758078451739662980 1
9069393194224028417 0
8287176120577495895 0
5503059860969731791 0
7544605361969722559 0
8470975986483365165 0
1809792074030922875 0
593109889342106105 0
5049607018787477255 0
4649082835649074854 1
8226881933165224182 1
6267442029261732225 0
899821508395847973 0
1633577222646695827 0
9177251688090966887 0
8838453377996556134 1
4149085603074629298 1
8780114587728325017 0
678622485161805558 1
5098611026394891875 0
1844852490825922667 0
2796232474089531874 1
3301251696431030670 1
6238467851332685244 1
4746145709189085325 0
538213403243837079 0
2616501487588647354 1
5633457316417040573 0
4056146874078536171 0
974373509708216664 1
1771665336950288625 0
2488865600141802735 0
2352806742467237583 0
7153689018611272118 1
4805292369673825885 0
4487862941994261956 1
1326057063746456911 0
5422024801677086245 0
778906838874147595 0
677444184139584055 0
1225385318024694640 1
9068037359075423106 1
1346356503550387702 1
3747911371114862783 0
126580683256499747 0
2058447104829523648 1
4936540958264382662 1
3686092993628119614 1
455455980561202424 1
92030216762064130 1
1631124052585813356 1
1883657200206996722 1
1105798067429229357 0
380587904848973045 0
3835546331713931770 1
1964053334531813175 0
2296386409924238408 1
3359829866192706564 1
2685379949445028555 0
5351397334101377833 0
6195355985424948898 1
4117582433820270147 0
5855274047596298710 1
6003465968160729192 1
8125827709699723004 1
5172082210059435809 0
9205629389471901997 0
5274980952400680449 0
1580515035598142058 1
6181820176162048211 0
1094519220711801311 0
8208422730719767070 1
5921206414345355684 1
7081028644761042801 0
7092247896971898888 1
4161525460802965744 1
4638431201293895270 1
4990618913411901435 0
5785085772239722408 1
6034866895613207639 0
7792998401803943412 1
777926735446154916 1
793122664652589453 0
4949870879871014488 1
8889759914447888549 0
516310618492490548 1
1361293859111726839 0
1999332290699970675 0
7686887467959868441 0
8927895256917045239 0
670660812196593889 0
1158679072101623676 1
1227548215404049179 0
329128867235900610 1
4048050274324201640 1
7284873103995052680 1
9006023424819305824 1
3189447169262560938 1
745847527012808542 1
962718087302378588 1
7280659004002392212 1
951230944351071022 1
1424448744726797805 0
1585882315259836392 1
6720776167085727968 1
7146796699994609416 1
703862064515579198 1
7118438244579645774 1
8231142186166143245 0
1756915137996370088 1
1762456637400712656 1
6258053700026537022 1
8370036715679618400 1
2873675663774433622 1
5904437399898529218 1
1074393488650168238 1
7078594439556382727 0
8384602558900873073 0
7644233135150897122 1
580921184312175978 1
5669150722733902380 1
7029757711671989812 1
4022897564251493800 1
7982423689662276417 0
3428568954718765239 0
5586292669819652766 1
5241150132148427386 1
7542731032986756966 1
9062316896747749323 0
3007626073961396235 0
1733654448415434979 0
4149565768151459883 0
1208660890445653051 0
7261758869429734500 1
7387157473429695448 1
2498553701895126686 1
980700190080546383 0
9037289957438432327 0
3576362012058684672 1
4016080599446807788 1
2883576611774582265 0
6418917990904233579 0
7245389264346745265 0
7753424559026453340 1
5910726910066546432 1
590521944113180438 1
3781448585319741826 1
7013108030951687121 0
6902477235195018687 0
4497628703251795512 1
5853558645384927540 1
4341247653060259332 1
6876057665814137345 0
1378815312801150211 0
1647400106818705795 0
8670437484813483969 0
2566661020589008441 0
231296633714556478 1
6809244241520629027 0
6737924577468215997 0
479246259915308138 1
1113003703073207760 1
2158892228250793667 0
5082711614735537302 1
4879061899231771628 1
2112714162016473999 0
6523386166462881857 0
9167391732634910960 1
5581617878862134824 1
3091435958731707358 1
7431742940185619084 1
1426672686345894004 1
8699732269516464483 0
4769229235137148233 0
436019589280196035 0
1150386375162336154 1
7733536785768954196 1
8337816826207086348 1
3019784380986310787 0
1088158949307665960 1
5849597106515984720 1
7782548601254663273 0
5342257266133755003 0
687354571650283896 1
5060484814503974291 0
5794776551361817599 0
1153268678482900042 1
266578626454681494 1
6248095562235426070 1
8300966213632816502 1
3222261460770075613 0
6985352454812869714 1
7675920744395608260 1
7934218068230555170 1
2360636988647026783 0
9072378686116986604 1
7785471385286871963 0
9212540710024566385 0
5626644948722173286 1
4759923279786176069 0
1120115461282082758 1
7180965037356061033 0
5829702934011063173 0
690683997687329554 1
7847472534276641011 0
4376156631950778390 1
7344221882965787540 1
4266836334140080816 1
5551000428592395015 0
5946266361879546692 1
1161181352663285383 0
7250231584543466823 0
1133983670997589321 0
2406743827955532674 1
1909104648986038080 1
7470369199842103237 0
9165089375994977704 1
8449978398828634242 1
3713202534862004479 0
6753023888194901031 0
5178980399194217703 0
6547574594950450762 1
8355986780622351262 1
7703409086335367512 1
5200447565502414599 0
2307928391733929616 1
7551310437830273789 0
2900582609273292431 0
1394187070022423300 1
